"trip_id"	"stop_id"	"arrival_time"	"departure_time"	"stop_sequence"	"stop_name"	"stop_desc"	"stop_lat"	"stop_lon"	"route_id"	"service_id"	"route_short_name"	"route_long_name"	"route_color"
10027732781955156	4028974	"14:59:00"	"14:59:00"	1	"Mairie de Montrouge"	"Rue Louis Rolland - 92049"	48.8184663371133	2.31964321861782	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2413	"15:00:00"	"15:00:00"	2	"Porte d'Orléans (Général Leclerc)"	"Rue de la Légion Etrangère - 75114"	48.8228170602349	2.325072625148	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2159	"15:02:00"	"15:02:00"	3	"Alésia"	"Place Victor et Hélène Basch - 75114"	48.8280660196865	2.32682742005084	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2367	"15:03:00"	"15:03:00"	4	"Mouton-Duvernet"	"42 avenue du Général Leclerc - 75114"	48.8321915992697	2.33040699262932	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2185	"15:03:00"	"15:03:00"	5	"Denfert-Rochereau"	"2 avenue du Général Leclerc - 75114"	48.8342768128446	2.33220379730479	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2525	"15:05:00"	"15:05:00"	6	"Raspail"	"Boulevard Edgard Quinet - 75114"	48.8391569814968	2.33047415116293	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2502	"15:06:00"	"15:06:00"	7	"Vavin"	"108 boulevard du Montparnasse - 75106"	48.8420598575821	2.32886705043721	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2363	"15:07:00"	"15:07:00"	8	"Montparnasse-Bienvenue"	"Raoul Dautry (place, SNCF Montparnasse) - 75114"	48.8441895085268	2.3244412324337	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2442	"15:08:00"	"15:08:00"	9	"Saint-Placide"	"Rue de Rennes - 75106"	48.8470118401686	2.32705511135513	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2411	"15:09:00"	"15:09:00"	10	"Saint-Sulpice"	"Rue de Rennes - 75106"	48.8511463550549	2.33096285636646	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2466	"15:10:00"	"15:10:00"	11	"Saint-Germain des Prés"	"Ecole des Beaux Arts - 75106"	48.8534472377383	2.33304632604487	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2312	"15:11:00"	"15:11:00"	12	"Odéon"	"Carrefour de l' Odéon - 75106"	48.8521980452304	2.33878000304498	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2472	"15:12:00"	"15:12:00"	13	"Saint-Michel"	"Place Saint-Michel - 75105"	48.8535999078858	2.34399624109401	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2230	"15:14:00"	"15:14:00"	14	"Cité"	"2 Place Louis Lepine - 75104"	48.8556848502863	2.34620292952872	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
10027732781955156	2219	"15:15:00"	"15:15:00"	15	"Châtelet"	"Théâtre du Châtelet - 75101"	48.8583000559814	2.34786508757711	1577988	2773278	4	"(PORTE DE CLIGNANCOURT <-> MAIRIE DE MONTROUGE) - Retour"	"FFFFFF"
