route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
2093208,2773306,10027733061193702,102,102,0,
2093208,2773312,10027733121193702,102,102,0,
2093208,2779762,10027797621193702,102,102,0,
2093208,2773306,10127733061193702,102,102,0,
2093208,2773312,10127733121193702,102,102,0,
2093208,2779762,10127797621193702,102,102,0,
2093208,2773306,10227733061193702,102,102,0,
2093208,2773312,10227733121193702,102,102,0,
2093208,2779762,10227797621193702,102,102,0,
2093208,2773306,1027733061193702,102,102,0,
2093208,2773312,1027733121193702,102,102,0,
2093208,2779762,1027797621193702,102,102,0,
2093208,2773306,10327733061193702,102,102,0,
2093208,2773312,10327733121193702,102,102,0,
2093208,2779762,10327797621193702,102,102,0,
2093208,2773306,10427733061193702,102,102,0,
2093208,2773312,10427733121193702,102,102,0,
2093208,2779762,10427797621193702,102,102,0,
2093208,2773306,10527733061193702,102,102,0,
2093208,2773312,10527733121193702,102,102,0,
2093208,2779762,10527797621193702,102,102,0,
2093208,2773306,10627733061193702,102,102,0,
2093208,2773312,10627733121193702,102,102,0,
2093208,2779762,10627797621193702,102,102,0,
2093208,2773306,10727733061193702,102,102,0,
2093208,2773312,10727733121193702,102,102,0,
2093208,2779762,10727797621193702,102,102,0,
2093208,2773306,10827733061193702,102,102,0,
2093208,2773312,10827733121193702,102,102,0,
2093208,2779762,10827797621193702,102,102,0,
2093208,2773306,10927733061193702,102,102,0,
2093208,2773312,10927733121193702,102,102,0,
2093208,2779762,10927797621193702,102,102,0,
2093208,2773306,11027733061193702,102,102,0,
2093208,2773312,11027733121193702,102,102,0,
2093208,2779762,11027797621193702,102,102,0,
2093208,2773306,11127733061193702,102,102,0,
2093208,2773312,11127733121193702,102,102,0,
2093208,2779762,11127797621193702,102,102,0,
2093208,2773306,11227733061193702,102,102,0,
2093208,2773312,11227733121193702,102,102,0,
2093208,2779762,11227797621193702,102,102,0,
2093208,2773306,1127733061193702,102,102,0,
2093208,2773312,1127733121193702,102,102,0,
2093208,2779762,1127797621193702,102,102,0,
2093208,2773306,11327733061193702,102,102,0,
2093208,2773312,11327733121193702,102,102,0,
2093208,2779762,11327797621193702,102,102,0,
2093208,2773306,11427733061193702,102,102,0,
2093208,2773312,11427733121193702,102,102,0,
2093208,2779762,11427797621193702,102,102,0,
2093208,2773306,11527733061193702,102,102,0,
2093208,2773312,11527733121193702,102,102,0,
2093208,2779762,11527797621193702,102,102,0,
2093208,2773306,11627733061193702,102,102,0,
