service_id,date,exception_type
2773327,20191019,1
2773327,20191026,1
2773327,20191102,1
2773327,20191109,1
2773327,20191116,1
2773327,20191123,1
2773327,20191130,1
2773327,20191207,1
2773327,20191214,1
2773327,20191221,1
2773327,20191228,1
2773329,20191025,1
2773329,20191031,1
2773329,20191231,1
2773320,20191101,1
2773320,20191110,1
2773323,20191016,1
2773323,20191017,1
2773323,20191104,1
2773323,20191105,1
2773323,20191106,1
2773323,20191107,1
2773323,20191112,1
2773323,20191113,1
2773323,20191114,1
2773323,20191118,1
2773323,20191119,1
2773323,20191120,1
2773323,20191121,1
2773323,20191125,1
2773323,20191126,1
2773323,20191127,1
2773323,20191128,1
2773323,20191202,1
2773323,20191203,1
2773323,20191204,1
2773323,20191205,1
2773323,20191209,1
2773323,20191210,1
2773323,20191211,1
2773323,20191212,1
2773323,20191216,1
2773323,20191217,1
2773323,20191218,1
2773323,20191219,1
2773321,20191021,1
2773321,20191022,1
2773321,20191023,1
2773321,20191024,1
2773321,20191028,1
2773321,20191029,1
2773321,20191030,1
2773321,20191230,1
2773325,20191223,1
2773325,20191226,1
12773331,20191019,1
12773331,20191109,1
12773331,20191116,1
12773331,20191123,1
12773331,20191130,1
12773331,20191207,1
12773331,20191214,1
12773331,20191221,1
12773332,20191225,1
12773332,20191228,1
12773323,20191017,1
12773323,20191018,1
12773323,20191105,1
12773323,20191106,1
12773323,20191107,1
12773323,20191108,1
12773323,20191113,1
12773323,20191114,1
12773323,20191115,1
12773323,20191119,1
12773323,20191120,1
12773323,20191121,1
12773323,20191122,1
12773323,20191126,1
12773323,20191127,1
12773323,20191128,1
12773323,20191129,1
12773323,20191203,1
12773323,20191204,1
12773323,20191205,1
12773323,20191206,1
12773323,20191210,1
12773323,20191211,1
12773323,20191212,1
12773323,20191213,1
12773323,20191217,1
12773323,20191218,1
12773323,20191219,1
12773323,20191220,1
12773325,20191224,1
12773325,20191227,1
12773320,20191102,1
12773320,20191111,1
12773321,20191022,1
12773321,20191023,1
12773321,20191024,1
12773321,20191025,1
12773321,20191029,1
12773321,20191030,1
12773321,20191031,1
12773321,20191231,1
2773331,20191018,1
2773331,20191108,1
2773331,20191115,1
2773331,20191122,1
2773331,20191129,1
2773331,20191206,1
2773331,20191213,1
2773331,20191220,1
12773319,20191021,1
12773319,20191028,1
12773319,20191104,1
12773319,20191112,1
12773319,20191118,1
12773319,20191125,1
12773319,20191202,1
12773319,20191209,1
12773319,20191216,1
12773319,20191223,1
12773319,20191226,1
12773319,20191230,1
2773332,20191224,1
2773332,20191227,1
12773327,20191020,1
12773327,20191027,1
12773327,20191103,1
12773327,20191110,1
12773327,20191117,1
12773327,20191124,1
12773327,20191201,1
12773327,20191208,1
12773327,20191215,1
12773327,20191222,1
12773327,20191229,1
12773329,20191026,1
12773329,20191101,1
12773329,20200101,1
2773319,20191020,1
2773319,20191027,1
2773319,20191103,1
2773319,20191111,1
2773319,20191117,1
2773319,20191124,1
2773319,20191201,1
2773319,20191208,1
2773319,20191215,1
2773319,20191222,1
2773319,20191225,1
2773319,20191229,1
