route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
656103,2773335,10027733350651583,101,101,0,
656103,2773336,10027733360651583,101,101,0,
656103,2773337,10027733370651583,101,101,0,
656103,2773338,10027733380651583,101,101,0,
656103,2773339,10027733390651583,101,101,0,
656103,2773340,10027733400651583,101,101,0,
656103,2773335,10127733350651583,101,101,0,
656103,2773336,10127733360651583,101,101,0,
656103,2773337,10127733370651583,101,101,0,
656103,2773338,10127733380651583,101,101,0,
656103,2773339,10127733390651583,101,101,0,
656103,2773340,10127733400651583,101,101,0,
656103,2773335,10227733350651583,101,101,0,
656103,2773336,10227733360651583,101,101,0,
656103,2773337,10227733370651583,101,101,0,
656103,2773338,10227733380651583,101,101,0,
656103,2773339,10227733390651583,101,101,0,
656103,2773340,10227733400651583,101,101,0,
656103,2773335,1027733350651583,101,101,0,
656103,2773336,1027733360651583,101,101,0,
656103,2773337,1027733370651583,101,101,0,
656103,2773338,1027733380651583,101,101,0,
656103,2773339,1027733390651583,101,101,0,
656103,2773340,1027733400651583,101,101,0,
656103,2773335,10327733350651583,101,101,0,
656103,2773336,10327733360651583,101,101,0,
656103,2773337,10327733370651583,101,101,0,
656103,2773338,10327733380651583,101,101,0,
656103,2773339,10327733390651583,101,101,0,
656103,2773340,10327733400651583,101,101,0,
656103,2773335,10427733350651583,101,101,0,
656103,2773336,10427733360651583,101,101,0,
656103,2773337,10427733370651583,101,101,0,
656103,2773338,10427733380651583,101,101,0,
656103,2773339,10427733390651583,101,101,0,
656103,2773340,10427733400651583,101,101,0,
656103,2773335,10527733350651583,101,101,0,
656103,2773336,10527733360651583,101,101,0,
656103,2773337,10527733370651583,101,101,0,
656103,2773338,10527733380651583,101,101,0,
656103,2773339,10527733390651583,101,101,0,
656103,2773340,10527733400651583,101,101,0,
656103,2773335,10627733350651583,101,101,0,
656103,2773336,10627733360651583,101,101,0,
656103,2773337,10627733370651583,101,101,0,
656103,2773338,10627733380651583,101,101,0,
656103,2773339,10627733390651583,101,101,0,
656103,2773340,10627733400651583,101,101,0,
656103,2773335,10727733350651583,101,101,0,
656103,2773336,10727733360651583,101,101,0,
656103,2773337,10727733370651583,101,101,0,
656103,2773338,10727733380651583,101,101,0,
656103,2773339,10727733390651583,101,101,0,
656103,2773340,10727733400651583,101,101,0,
656103,2773335,10827733350651583,101,101,0,
656103,2773336,10827733360651583,101,101,0,
656103,2773337,10827733370651583,101,101,0,
656103,2773338,10827733380651583,101,101,0,
656103,2773339,10827733390651583,101,101,0,
656103,2773340,10827733400651583,101,101,0,
656103,2773335,10927733350651583,101,101,0,
