trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
10027733350651583,17:05:00,17:05:00,1756,1,,
10027733350651583,17:06:00,17:06:00,1635,2,,
10027733350651583,17:08:00,17:08:00,2002,3,,
10027733350651583,17:09:00,17:09:00,2013,4,,
10027733350651583,17:10:00,17:10:00,2075,5,,
10027733350651583,17:11:00,17:11:00,1902,6,,
10027733350651583,17:13:00,17:13:00,1861,7,,
10027733360651583,13:44:00,13:44:00,1756,1,,
10027733360651583,13:45:00,13:45:00,1635,2,,
10027733360651583,13:47:00,13:47:00,2002,3,,
10027733360651583,13:48:00,13:48:00,2013,4,,
10027733360651583,13:50:00,13:50:00,2075,5,,
10027733360651583,13:51:00,13:51:00,1902,6,,
10027733360651583,13:52:00,13:52:00,1861,7,,
10027733370651583,14:36:00,14:36:00,1756,1,,
10027733370651583,14:37:00,14:37:00,1635,2,,
10027733370651583,14:39:00,14:39:00,2002,3,,
10027733370651583,14:40:00,14:40:00,2013,4,,
10027733370651583,14:42:00,14:42:00,2075,5,,
10027733370651583,14:43:00,14:43:00,1902,6,,
10027733370651583,14:44:00,14:44:00,1861,7,,
10027733380651583,17:05:00,17:05:00,1756,1,,
10027733380651583,17:06:00,17:06:00,1635,2,,
10027733380651583,17:08:00,17:08:00,2002,3,,
10027733380651583,17:09:00,17:09:00,2013,4,,
10027733380651583,17:10:00,17:10:00,2075,5,,
10027733380651583,17:11:00,17:11:00,1902,6,,
10027733380651583,17:13:00,17:13:00,1861,7,,
10027733390651583,13:44:00,13:44:00,1756,1,,
10027733390651583,13:45:00,13:45:00,1635,2,,
10027733390651583,13:47:00,13:47:00,2002,3,,
10027733390651583,13:48:00,13:48:00,2013,4,,
10027733390651583,13:50:00,13:50:00,2075,5,,
10027733390651583,13:51:00,13:51:00,1902,6,,
10027733390651583,13:52:00,13:52:00,1861,7,,
10027733400651583,14:36:00,14:36:00,1756,1,,
10027733400651583,14:37:00,14:37:00,1635,2,,
10027733400651583,14:39:00,14:39:00,2002,3,,
10027733400651583,14:40:00,14:40:00,2013,4,,
10027733400651583,14:41:00,14:41:00,2075,5,,
10027733400651583,14:42:00,14:42:00,1902,6,,
10027733400651583,14:44:00,14:44:00,1861,7,,
10127733350651583,17:11:00,17:11:00,1756,1,,
10127733350651583,17:12:00,17:12:00,1635,2,,
10127733350651583,17:14:00,17:14:00,2002,3,,
10127733350651583,17:15:00,17:15:00,2013,4,,
10127733350651583,17:16:00,17:16:00,2075,5,,
10127733350651583,17:17:00,17:17:00,1902,6,,
10127733350651583,17:19:00,17:19:00,1861,7,,
10127733360651583,13:50:00,13:50:00,1756,1,,
10127733360651583,13:51:00,13:51:00,1635,2,,
10127733360651583,13:52:00,13:52:00,2002,3,,
10127733360651583,13:53:00,13:53:00,2013,4,,
10127733360651583,13:55:00,13:55:00,2075,5,,
10127733360651583,13:56:00,13:56:00,1902,6,,
10127733360651583,13:57:00,13:57:00,1861,7,,
10127733370651583,14:42:00,14:42:00,1756,1,,
10127733370651583,14:43:00,14:43:00,1635,2,,
10127733370651583,14:44:00,14:44:00,2002,3,,
10127733370651583,14:45:00,14:45:00,2013,4,,
10127733370651583,14:47:00,14:47:00,2075,5,,
10127733370651583,14:48:00,14:48:00,1902,6,,
10127733370651583,14:49:00,14:49:00,1861,7,,
10127733380651583,17:11:00,17:11:00,1756,1,,
10127733380651583,17:12:00,17:12:00,1635,2,,
10127733380651583,17:14:00,17:14:00,2002,3,,
10127733380651583,17:15:00,17:15:00,2013,4,,
10127733380651583,17:16:00,17:16:00,2075,5,,
10127733380651583,17:17:00,17:17:00,1902,6,,
10127733380651583,17:19:00,17:19:00,1861,7,,
10127733390651583,13:50:00,13:50:00,1756,1,,
10127733390651583,13:51:00,13:51:00,1635,2,,
10127733390651583,13:52:00,13:52:00,2002,3,,
10127733390651583,13:53:00,13:53:00,2013,4,,
10127733390651583,13:55:00,13:55:00,2075,5,,
10127733390651583,13:56:00,13:56:00,1902,6,,
10127733390651583,13:57:00,13:57:00,1861,7,,
10127733400651583,14:42:00,14:42:00,1756,1,,
10127733400651583,14:43:00,14:43:00,1635,2,,
10127733400651583,14:44:00,14:44:00,2002,3,,
10127733400651583,14:45:00,14:45:00,2013,4,,
10127733400651583,14:47:00,14:47:00,2075,5,,
10127733400651583,14:48:00,14:48:00,1902,6,,
10127733400651583,14:49:00,14:49:00,1861,7,,
10227733350651583,17:17:00,17:17:00,1756,1,,
10227733350651583,17:18:00,17:18:00,1635,2,,
10227733350651583,17:20:00,17:20:00,2002,3,,
10227733350651583,17:21:00,17:21:00,2013,4,,
10227733350651583,17:22:00,17:22:00,2075,5,,
10227733350651583,17:23:00,17:23:00,1902,6,,
10227733350651583,17:25:00,17:25:00,1861,7,,
10227733360651583,13:55:00,13:55:00,1756,1,,
10227733360651583,13:56:00,13:56:00,1635,2,,
10227733360651583,13:57:00,13:57:00,2002,3,,
10227733360651583,13:59:00,13:59:00,2013,4,,
10227733360651583,14:00:00,14:00:00,2075,5,,
10227733360651583,14:01:00,14:01:00,1902,6,,
10227733360651583,14:03:00,14:03:00,1861,7,,
10227733370651583,14:47:00,14:47:00,1756,1,,
10227733370651583,14:48:00,14:48:00,1635,2,,
10227733370651583,14:49:00,14:49:00,2002,3,,
10227733370651583,14:51:00,14:51:00,2013,4,,
10227733370651583,14:52:00,14:52:00,2075,5,,
10227733370651583,14:53:00,14:53:00,1902,6,,
10227733370651583,14:55:00,14:55:00,1861,7,,
10227733380651583,17:17:00,17:17:00,1756,1,,
10227733380651583,17:18:00,17:18:00,1635,2,,
10227733380651583,17:20:00,17:20:00,2002,3,,
10227733380651583,17:21:00,17:21:00,2013,4,,
10227733380651583,17:22:00,17:22:00,2075,5,,
10227733380651583,17:23:00,17:23:00,1902,6,,
