route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
708898,2773272,10027732720651521,101,101,0,
708898,2773273,10027732730651521,101,101,0,
708898,2773274,10027732740651521,101,101,0,
708898,2773275,10027732750651521,101,101,0,
708898,2773276,10027732760651521,101,101,0,
708898,2773277,10027732770651521,101,101,0,
708898,2773272,10127732720651521,101,101,0,
708898,2773273,10127732730651521,101,101,0,
708898,2773274,10127732740651521,101,101,0,
708898,2773275,10127732750651521,101,101,0,
708898,2773276,10127732760651521,101,101,0,
708898,2773277,10127732770651521,101,101,0,
708898,2773272,10227732720651521,101,101,0,
708898,2773273,10227732730651521,101,101,0,
708898,2773274,10227732740651521,101,101,0,
708898,2773275,10227732750651521,101,101,0,
708898,2773276,10227732760651521,101,101,0,
708898,2773277,10227732770651521,101,101,0,
708898,2773272,1027732720651521,101,101,0,
708898,2773273,1027732730651521,101,101,0,
708898,2773274,1027732740651521,101,101,0,
708898,2773275,1027732750651521,101,101,0,
708898,2773276,1027732760651521,101,101,0,
708898,2773277,1027732770651521,101,101,0,
708898,2773272,10327732720651521,101,101,0,
708898,2773273,10327732730651521,101,101,0,
708898,2773274,10327732740651521,101,101,0,
708898,2773275,10327732750651521,101,101,0,
708898,2773276,10327732760651521,101,101,0,
708898,2773277,10327732770651521,101,101,0,
708898,2773272,10427732720651521,101,101,0,
708898,2773273,10427732730651521,101,101,0,
708898,2773274,10427732740651521,101,101,0,
708898,2773275,10427732750651521,101,101,0,
708898,2773276,10427732760651521,101,101,0,
708898,2773277,10427732770651521,101,101,0,
708898,2773272,10527732720651521,101,101,0,
708898,2773273,10527732730651521,101,101,0,
708898,2773274,10527732740651521,101,101,0,
708898,2773275,10527732750651521,101,101,0,
708898,2773276,10527732760651521,101,101,0,
708898,2773277,10527732770651521,101,101,0,
708898,2773272,10627732720651521,101,101,0,
708898,2773273,10627732730651521,101,101,0,
708898,2773274,10627732740651521,101,101,0,
708898,2773275,10627732750651521,101,101,0,
708898,2773276,10627732760651521,101,101,0,
708898,2773277,10627732770651521,101,101,0,
708898,2773272,10727732720651521,101,101,0,
708898,2773273,10727732730651521,101,101,0,
708898,2773274,10727732740651521,101,101,0,
708898,2773275,10727732750651521,101,101,0,
708898,2773276,10727732760651521,101,101,0,
708898,2773277,10727732770651521,101,101,0,
708898,2773272,10827732720651521,101,101,0,
708898,2773273,10827732730651521,101,101,0,
708898,2773274,10827732740651521,101,101,0,
