trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
1027732750651521,06:31:00,06:31:00,1659,4,,
1027732760651521,06:28:00,06:28:00,1752,1,,
1027732760651521,06:29:00,06:29:00,1718,2,,
1027732760651521,06:30:00,06:30:00,1783,3,,
1027732760651521,06:31:00,06:31:00,1659,4,,
1027732770651521,06:20:00,06:20:00,1752,1,,
1027732770651521,06:22:00,06:22:00,1718,2,,
1027732770651521,06:23:00,06:23:00,1783,3,,
1027732770651521,06:24:00,06:24:00,1659,4,,
10327732720651521,16:46:00,16:46:00,1752,1,,
10327732720651521,16:48:00,16:48:00,1718,2,,
10327732720651521,16:49:00,16:49:00,1783,3,,
10327732720651521,16:50:00,16:50:00,1659,4,,
10327732730651521,13:59:00,13:59:00,1752,1,,
10327732730651521,14:01:00,14:01:00,1718,2,,
10327732730651521,14:02:00,14:02:00,1783,3,,
10327732730651521,14:03:00,14:03:00,1659,4,,
10327732740651521,12:23:00,12:23:00,1752,1,,
10327732740651521,12:25:00,12:25:00,1718,2,,
10327732740651521,12:26:00,12:26:00,1783,3,,
10327732740651521,12:27:00,12:27:00,1659,4,,
10327732750651521,15:48:00,15:48:00,1752,1,,
10327732750651521,15:49:00,15:49:00,1718,2,,
10327732750651521,15:50:00,15:50:00,1783,3,,
10327732750651521,15:51:00,15:51:00,1659,4,,
10327732760651521,15:48:00,15:48:00,1752,1,,
10327732760651521,15:49:00,15:49:00,1718,2,,
10327732760651521,15:50:00,15:50:00,1783,3,,
10327732760651521,15:51:00,15:51:00,1659,4,,
10327732770651521,12:22:00,12:22:00,1752,1,,
10327732770651521,12:23:00,12:23:00,1718,2,,
10327732770651521,12:24:00,12:24:00,1783,3,,
10327732770651521,12:25:00,12:25:00,1659,4,,
10427732720651521,16:51:00,16:51:00,1752,1,,
10427732720651521,16:53:00,16:53:00,1718,2,,
10427732720651521,16:54:00,16:54:00,1783,3,,
10427732720651521,16:55:00,16:55:00,1659,4,,
10427732730651521,14:04:00,14:04:00,1752,1,,
10427732730651521,14:06:00,14:06:00,1718,2,,
10427732730651521,14:07:00,14:07:00,1783,3,,
10427732730651521,14:08:00,14:08:00,1659,4,,
10427732740651521,12:28:00,12:28:00,1752,1,,
10427732740651521,12:29:00,12:29:00,1718,2,,
10427732740651521,12:30:00,12:30:00,1783,3,,
10427732740651521,12:31:00,12:31:00,1659,4,,
10427732750651521,15:53:00,15:53:00,1752,1,,
10427732750651521,15:55:00,15:55:00,1718,2,,
10427732750651521,15:56:00,15:56:00,1783,3,,
10427732750651521,15:57:00,15:57:00,1659,4,,
10427732760651521,15:53:00,15:53:00,1752,1,,
10427732760651521,15:55:00,15:55:00,1718,2,,
10427732760651521,15:56:00,15:56:00,1783,3,,
10427732760651521,15:57:00,15:57:00,1659,4,,
10427732770651521,12:26:00,12:26:00,1752,1,,
10427732770651521,12:27:00,12:27:00,1718,2,,
10427732770651521,12:28:00,12:28:00,1783,3,,
10427732770651521,12:30:00,12:30:00,1659,4,,
10527732720651521,16:56:00,16:56:00,1752,1,,
10527732720651521,16:58:00,16:58:00,1718,2,,
10527732720651521,16:59:00,16:59:00,1783,3,,
10527732720651521,17:00:00,17:00:00,1659,4,,
10527732730651521,14:09:00,14:09:00,1752,1,,
10527732730651521,14:11:00,14:11:00,1718,2,,
10527732730651521,14:12:00,14:12:00,1783,3,,
10527732730651521,14:13:00,14:13:00,1659,4,,
10527732740651521,12:32:00,12:32:00,1752,1,,
10527732740651521,12:33:00,12:33:00,1718,2,,
10527732740651521,12:34:00,12:34:00,1783,3,,
10527732740651521,12:35:00,12:35:00,1659,4,,
10527732750651521,15:59:00,15:59:00,1752,1,,
10527732750651521,16:00:00,16:00:00,1718,2,,
10527732750651521,16:01:00,16:01:00,1783,3,,
10527732750651521,16:02:00,16:02:00,1659,4,,
10527732760651521,15:59:00,15:59:00,1752,1,,
10527732760651521,16:00:00,16:00:00,1718,2,,
10527732760651521,16:01:00,16:01:00,1783,3,,
10527732760651521,16:02:00,16:02:00,1659,4,,
10527732770651521,12:30:00,12:30:00,1752,1,,
10527732770651521,12:32:00,12:32:00,1718,2,,
10527732770651521,12:33:00,12:33:00,1783,3,,
10527732770651521,12:34:00,12:34:00,1659,4,,
10627732720651521,17:01:00,17:01:00,1752,1,,
10627732720651521,17:03:00,17:03:00,1718,2,,
10627732720651521,17:04:00,17:04:00,1783,3,,
10627732720651521,17:05:00,17:05:00,1659,4,,
10627732730651521,14:14:00,14:14:00,1752,1,,
10627732730651521,14:16:00,14:16:00,1718,2,,
10627732730651521,14:17:00,14:17:00,1783,3,,
