service_id,date,exception_type
2773219,20191018,1
2773219,20191108,1
2773219,20191115,1
2773219,20191122,1
2773219,20191129,1
2773219,20191206,1
2773219,20191213,1
2773219,20191220,1
2773209,20191020,1
2773209,20191027,1
2773209,20191103,1
2773209,20191111,1
2773209,20191117,1
2773209,20191124,1
2773209,20191201,1
2773209,20191208,1
2773209,20191215,1
2773209,20191222,1
2773209,20191225,1
2773209,20191229,1
2773217,20191026,1
2773217,20191102,1
2773217,20191116,1
2773217,20191123,1
2773217,20191130,1
2773217,20191207,1
2773217,20191214,1
2773217,20191221,1
2773217,20191228,1
13039901,20191020,1
13039901,20191110,1
2773216,20191016,1
2773216,20191017,1
2773216,20191104,1
2773216,20191105,1
2773216,20191106,1
2773216,20191107,1
2773216,20191112,1
2773216,20191113,1
2773216,20191114,1
2773216,20191118,1
2773216,20191119,1
2773216,20191120,1
2773216,20191121,1
2773216,20191125,1
2773216,20191126,1
2773216,20191127,1
2773216,20191128,1
2773216,20191202,1
2773216,20191203,1
2773216,20191204,1
2773216,20191205,1
2773216,20191209,1
2773216,20191210,1
2773216,20191211,1
2773216,20191212,1
2773216,20191216,1
2773216,20191217,1
2773216,20191218,1
2773216,20191219,1
2773215,20191230,1
2773214,20191021,1
2773214,20191022,1
2773214,20191023,1
2773214,20191024,1
2773214,20191028,1
2773214,20191029,1
2773214,20191030,1
2773214,20191223,1
2773214,20191226,1
3039901,20191019,1
3039901,20191109,1
2773222,20191025,1
2773222,20191031,1
2773222,20191224,1
2773222,20191227,1
12773209,20191021,1
12773209,20191028,1
12773209,20191104,1
12773209,20191112,1
12773209,20191118,1
12773209,20191125,1
12773209,20191202,1
12773209,20191209,1
12773209,20191216,1
12773209,20191223,1
12773209,20191226,1
12773209,20191230,1
12773219,20191019,1
12773219,20191109,1
12773219,20191116,1
12773219,20191123,1
12773219,20191130,1
12773219,20191207,1
12773219,20191214,1
12773219,20191221,1
2773210,20191101,1
2773210,20191110,1
12773216,20191017,1
12773216,20191018,1
12773216,20191105,1
12773216,20191106,1
12773216,20191107,1
12773216,20191108,1
12773216,20191113,1
12773216,20191114,1
12773216,20191115,1
12773216,20191119,1
12773216,20191120,1
12773216,20191121,1
12773216,20191122,1
12773216,20191126,1
12773216,20191127,1
12773216,20191128,1
12773216,20191129,1
12773216,20191203,1
12773216,20191204,1
12773216,20191205,1
12773216,20191206,1
12773216,20191210,1
12773216,20191211,1
12773216,20191212,1
12773216,20191213,1
12773216,20191217,1
12773216,20191218,1
12773216,20191219,1
12773216,20191220,1
2773221,20191231,1
12773217,20191027,1
12773217,20191103,1
12773217,20191117,1
12773217,20191124,1
12773217,20191201,1
12773217,20191208,1
12773217,20191215,1
12773217,20191222,1
12773217,20191229,1
12773210,20191102,1
12773210,20191111,1
12773221,20200101,1
12773222,20191026,1
12773222,20191101,1
12773222,20191225,1
12773222,20191228,1
12773214,20191022,1
12773214,20191023,1
12773214,20191024,1
12773214,20191025,1
12773214,20191029,1
12773214,20191030,1
12773214,20191031,1
12773214,20191224,1
12773214,20191227,1
12773215,20191231,1
