from_stop_id,to_stop_id,transfer_type,min_transfer_time
7275550,1166840,2,216
7275550,1166841,2,216
1166830,7920846,2,196
1166830,7920845,2,216
1166834,4036769,2,187
7932238,1166840,2,196
7932238,1166841,2,196
1166833,3926299,2,265
7931745,1166840,2,275
7931745,1166841,2,275
7931501,1166832,2,216
1166833,3926298,2,259
1166838,4008206,2,226
7275548,1166840,2,226
7275548,1166841,2,226
7931501,1166833,2,216
8033002,1166835,2,189
7013386,1166825,2,268
7013386,1166824,2,268
8033002,1166834,2,189
7946301,6129304,2,199
1166831,7964982,2,216
7946301,6129305,2,199
1166840,8357914,2,210
7986311,1166834,2,294
7986311,1166835,2,294
1166832,8219805,2,207
1869,1166838,2,180
3343765,1166838,2,180
3343765,1166839,2,180
1166833,7898840,2,205
1166832,8219801,2,207
7931908,1166824,2,243
1166832,8219802,2,265
1869,1166839,2,180
1166833,7898842,2,190
7931908,1166825,2,243
1166832,8219803,2,259
1166833,7898843,2,207
1166832,8219804,2,272
8367262,1166835,2,346
1166840,4473192,2,247
1166840,4473191,2,215
1166840,7899122,2,205
1166840,4473190,2,215
1166840,7899121,2,204
8367330,1166835,2,243
8367330,1166834,2,243
8367262,1166834,2,346
1166841,8357865,2,247
1166841,8357864,2,212
1166841,8357863,2,108
7931502,1166833,2,207
7931502,1166832,2,207
7153046,1166832,2,189
1166840,4036747,2,210
7153046,1166833,2,189
1166833,7898839,2,205
8321659,1166832,2,189
1166827,3887747,2,279
7946302,6129305,2,241
7946302,6129304,2,241
1166840,4036748,2,196
1166840,4036749,2,226
6591847,1166835,2,241
6591847,1166834,2,241
5231611,1166832,2,259
5231611,1166833,2,259
1166841,7900216,2,186
1166841,7900217,2,186
1166838,7913223,2,193
2468,1166840,2,180
2468,1166841,2,180
1166841,3893336,2,187
1166841,3893335,2,187
1166834,7275453,2,208
6217416,1166840,2,210
1166834,7275452,2,266
1166834,7275451,2,207
4471844,1166833,2,189
1166834,7275450,2,243
4471844,1166832,2,189
6217416,1166841,2,210
1166840,3893335,2,187
1166840,3893336,2,187
5675643,1166833,2,259
7921116,1166834,2,207
7921116,1166835,2,207
5675643,1166832,2,259
1166830,7964982,2,216
7899668,1166835,2,284
7899668,1166834,2,284
2068,1166830,2,180
1166835,7922511,2,152
5675644,1166832,2,207
1166835,7922510,2,152
5675644,1166833,2,207
1166831,7898847,2,196
2068,1166831,2,180
1166831,7898846,2,216
1166835,7899577,2,243
1166835,7922512,2,346
1166841,7921088,2,242
1166841,7921089,2,203
1166832,7964980,2,207
1166840,8135307,2,215
1166841,8135306,2,215
1166840,8135306,2,215
1166830,7898846,2,216
5675641,1166832,2,207
1166830,7898847,2,196
1166841,8135307,2,215
1166841,3749689,2,212
1166835,7900042,2,243
5675641,1166833,2,207
5158082,1166840,2,241
1166841,3749688,2,108
5158082,1166841,2,241
7376288,1166840,2,193
7376288,1166841,2,193
1166832,7964979,2,190
1166841,3749690,2,210
7931907,1166825,2,250
7931907,1166824,2,250
1166832,7964978,2,259
1968,1166835,2,360
1166833,4044996,2,259
1968,1166834,2,360
4472774,1166841,2,210
1166840,7921088,2,242
1166831,7920846,2,196
1166841,3749691,2,252
1166840,7921089,2,203
1166831,7920845,2,216
4472774,1166840,2,210
7931477,1166831,2,196
7931477,1166830,2,196
1166834,4036649,2,314
7921219,1166835,2,282
7921219,1166834,2,282
7899670,1166834,2,308
1166834,6591457,2,204
1166834,6591456,2,200
7899670,1166835,2,308
7946143,1166835,2,187
7946143,1166834,2,187
6673110,1166835,2,207
6673110,1166834,2,207
7013380,1166826,2,202
7013380,1166827,2,202
8321658,1166832,2,191
8321658,1166833,2,191
1166832,7931530,2,259
5675639,1166830,2,196
1166833,4036640,2,266
5675639,1166831,2,196
1166834,7899616,2,245
1166834,4459253,2,221
1166830,7964940,2,196
1166834,4459252,2,246
1166838,4008281,2,186
2223,1166835,2,360
2223,1166834,2,360
1166832,7964943,2,240
1166832,7964942,2,189
1166834,2220,2,420
1166834,2222,2,480
1166841,1724,2,180
1166839,4008281,2,186
5150763,1166832,2,207
7932235,1166841,2,254
5150763,1166833,2,207
1166831,8219798,2,216
1166840,7991701,2,226
1166831,8219797,2,196
7932235,1166840,2,254
1166825,7932089,2,268
1166825,7932088,2,250
1166835,4036986,2,189
1166835,4036985,2,200
1166825,7932087,2,243
1166825,7932086,2,205
1166833,7900243,2,265
8007368,1166841,2,252
1166832,1955,2,420
8007368,1166840,2,252
1166839,7913223,2,193
1166832,1956,2,180
1166832,4036205,2,259
1166832,4036207,2,265
1166832,4036206,2,197
1166833,7964980,2,207
8033003,1166834,2,189
8033003,1166835,2,189
7153158,1166832,2,216
1166833,8219803,2,259
1166833,7965055,2,189
1166833,8219802,2,265
7153158,1166833,2,216
1166833,8219805,2,207
1166833,8219804,2,272
1166833,8219801,2,207
7013379,1166827,2,217
7013379,1166826,2,217
1166833,3926339,2,216
1166840,8357865,2,247
1166833,4037184,2,265
1166833,4037183,2,266
1166840,8357863,2,108
1166840,8357864,2,212
1166830,1956,2,180
2117,1166830,2,180
1166835,7932206,2,245
2117,1166831,2,180
1166833,4036207,2,265
1166833,4036205,2,259
1166833,4036206,2,197
1166841,4036827,2,254
7013378,1166827,2,252
7013378,1166826,2,252
8321691,1166832,2,189
8321691,1166833,2,189
8079716,1166841,2,196
8079716,1166840,2,196
1166833,7965037,2,240
1166833,7965036,2,259
1166833,7965039,2,207
1166833,7965038,2,190
7898938,1166830,2,196
1166831,2211,2,180
1166841,7176250,2,196
1166835,4036649,2,314
1166841,4459239,2,226
7275316,1166835,2,240
7275316,1166834,2,240
8007367,1166840,2,254
1166841,4459240,2,210
1166832,3926299,2,265
1166832,3926298,2,259
8007367,1166841,2,254
7899752,1166840,2,247
1166835,7921099,2,243
7899752,1166841,2,247
7931327,1166841,2,215
8167113,1166841,2,226
7931327,1166840,2,215
6129305,5138170,2,241
6129305,5138171,2,244
1166840,4036827,2,254
7376291,1166840,2,247
7376291,1166841,2,247
8167113,1166840,2,226
1166834,7899577,2,243
1166841,7176249,2,254
1166834,7899986,2,314
1166834,7899985,2,157
1166835,1967,2,480
1166835,1965,2,420
1166834,7899984,2,204
1166834,7899983,2,204
1166835,4036769,2,187
1166826,3887747,2,279
7991680,1166841,2,226
7991680,1166840,2,226
7899661,1166832,2,207
7931972,1166840,2,226
7931972,1166841,2,226
7899669,1166835,2,157
7899669,1166834,2,157
1166841,4473192,2,247
1166841,4473191,2,215
1166835,4036822,2,314
1966,1166835,2,360
7899661,1166833,2,207
1966,1166834,2,360
1722,1166840,2,180
1722,1166841,2,180
1166835,7275453,2,208
6673109,1166835,2,207
1166835,7275452,2,266
1166835,7275451,2,207
1166833,7920979,2,259
1166835,7275450,2,243
1166833,7920978,2,266
6673109,1166834,2,207
1166841,4473190,2,215
1166835,7921060,2,157
7946144,1166835,2,194
1166832,2211,2,180
7898938,1166831,2,196
1166832,2210,2,240
7946144,1166834,2,194
7921220,1166834,2,314
7921220,1166835,2,314
1166841,1715,2,140
7991806,1166838,2,226
1166835,7921061,2,308
7991806,1166839,2,226
1723,1166841,2,180
1723,1166840,2,180
6129304,7921094,2,241
1166832,3926339,2,216
7013383,1166825,2,205
1166831,7965042,2,216
1166834,7161643,2,213
1166840,7176250,2,196
4843804,1166827,2,217
1166834,7161644,2,194
4843804,1166826,2,217
7013383,1166824,2,205
1166840,5018191,2,196
1166840,5018190,2,254
5231612,1166833,2,197
5231612,1166832,2,197
1166840,5018192,2,226
8367260,1166834,2,247
8367260,1166835,2,247
6129304,5138171,2,244
6129304,5138170,2,241
7376290,1166840,2,254
7376290,1166841,2,254
6251745,1166835,2,187
6251745,1166834,2,187
1166830,8219797,2,196
1166827,7932083,2,202
1166830,8219798,2,216
1166827,7932082,2,217
7921117,1166835,2,207
1166832,7898840,2,205
7921117,1166834,2,207
3343766,1166838,2,180
1166840,4045022,2,210
3343766,1166839,2,180
1166831,7965043,2,196
1166832,7898842,2,190
1166840,2460,2,140
1166832,7898843,2,207
1166832,4459260,2,265
1166834,7921060,2,157
1166834,7921061,2,308
7653691,1166839,2,193
7653691,1166838,2,193
1166840,2469,2,180
8033005,1166834,2,314
8033005,1166835,2,314
5675642,1166833,2,265
5675642,1166832,2,265
1166832,4036640,2,266
2221,1166834,2,360
2221,1166835,2,360
2467,1166841,2,180
2467,1166840,2,180
1166832,7898839,2,205
7376289,1166841,2,193
7376289,1166840,2,193
6129304,7921064,2,199
1166841,8357914,2,210
6591541,1166834,2,204
7946193,1166834,2,187
7946193,1166835,2,187
6591541,1166835,2,204
1166835,7899616,2,245
1166835,7899983,2,204
1166835,7899985,2,157
1166835,7899984,2,204
1166834,1967,2,480
1166835,7899986,2,314
6217417,1166840,2,247
6217417,1166841,2,247
1166834,1965,2,420
1166835,2220,2,420
1166835,2222,2,480
1166835,4459253,2,221
1166824,7932087,2,243
1166824,7932088,2,250
1166824,7932089,2,268
1166835,4459252,2,246
1166841,7991701,2,226
4471843,1166832,2,190
4471843,1166833,2,190
1166835,6591456,2,200
1166835,6591457,2,204
1166824,7932086,2,205
1166827,7898981,2,252
1166833,2211,2,180
7898945,1166826,2,285
5158083,1166841,2,216
5158083,1166840,2,216
7898945,1166827,2,285
1166833,7931560,2,240
8321657,1166833,2,216
8321657,1166832,2,216
1166834,7945885,2,213
1166840,7900217,2,186
1166840,7900216,2,186
1166832,7920978,2,266
1166834,7900042,2,243
1166832,7920979,2,259
1166832,7931560,2,240
4037262,1166833,2,266
1166830,2211,2,180
4037262,1166832,2,266
1166833,4459260,2,265
2435,6129305,2,180
1166841,4045022,2,210
2435,6129304,2,180
7153047,1166832,2,189
6129304,3893345,2,241
7153047,1166833,2,189
6129304,3893346,2,199
1166832,4044996,2,259
1166834,2036,2,180
1166834,2155,2,180
1757,6129305,2,180
7931906,1166824,2,268
1757,6129304,2,180
7931906,1166825,2,268
1166834,7922511,2,152
1166834,7922512,2,346
1166827,7898957,2,252
1166834,7922510,2,152
1166831,1956,2,180
1166841,4036749,2,226
7991811,1166839,2,186
1166834,7932206,2,245
7991811,1166838,2,186
1166833,2210,2,240
7946313,1166840,2,203
1166839,4008206,2,226
1166835,7945885,2,213
7931479,1166833,2,189
6129305,7921064,2,199
7931479,1166832,2,189
7946313,1166841,2,203
1166834,7945917,2,200
1166841,4036747,2,210
6217415,1166841,2,215
1166841,5018190,2,254
1166834,7945916,2,245
1166841,4036748,2,196
6217415,1166840,2,215
1166841,5018192,2,226
1166841,5018191,2,196
1166840,7899182,2,108
4843406,1166826,2,202
4843406,1166827,2,202
6129305,3893346,2,199
4843405,1166827,2,217
7013377,1166826,2,279
