trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,shape_dist_traveled
10027736311576414,11:15:00,11:15:00,1166840,1,,
10027736311576414,11:16:00,11:16:00,1166838,2,,
10027736311576414,11:18:00,11:18:00,6129304,3,,
10027736311576414,11:20:00,11:20:00,1166834,4,,
10027736311576414,11:23:00,11:23:00,1166832,5,,
10027736311576414,11:25:00,11:25:00,1166830,6,,
10027736311576414,11:26:00,11:26:00,1166828,7,,
10027736311576414,11:28:00,11:28:00,1166826,8,,
10027736311576414,11:30:00,11:30:00,1166824,9,,
10027736321576414,08:49:00,08:49:00,1166840,1,,
10027736321576414,08:51:00,08:51:00,1166838,2,,
10027736321576414,08:52:00,08:52:00,6129304,3,,
10027736321576414,08:54:00,08:54:00,1166834,4,,
10027736321576414,08:57:00,08:57:00,1166832,5,,
10027736321576414,08:58:00,08:58:00,1166830,6,,
10027736321576414,09:00:00,09:00:00,1166828,7,,
10027736321576414,09:01:00,09:01:00,1166826,8,,
10027736321576414,09:03:00,09:03:00,1166824,9,,
10027736351576414,11:16:00,11:16:00,1166840,1,,
10027736351576414,11:18:00,11:18:00,1166838,2,,
10027736351576414,11:20:00,11:20:00,6129304,3,,
10027736351576414,11:22:00,11:22:00,1166834,4,,
10027736351576414,11:25:00,11:25:00,1166832,5,,
10027736351576414,11:26:00,11:26:00,1166830,6,,
10027736351576414,11:28:00,11:28:00,1166828,7,,
10027736351576414,11:30:00,11:30:00,1166826,8,,
10027736351576414,11:32:00,11:32:00,1166824,9,,
10027736361576414,08:49:00,08:49:00,1166840,1,,
10027736361576414,08:51:00,08:51:00,1166838,2,,
10027736361576414,08:52:00,08:52:00,6129304,3,,
10027736361576414,08:54:00,08:54:00,1166834,4,,
10027736361576414,08:57:00,08:57:00,1166832,5,,
10027736361576414,08:58:00,08:58:00,1166830,6,,
10027736361576414,09:00:00,09:00:00,1166828,7,,
10027736361576414,09:01:00,09:01:00,1166826,8,,
10027736361576414,09:03:00,09:03:00,1166824,9,,
10127736311576414,11:18:00,11:18:00,1166840,1,,
10127736311576414,11:19:00,11:19:00,1166838,2,,
10127736311576414,11:21:00,11:21:00,6129304,3,,
10127736311576414,11:23:00,11:23:00,1166834,4,,
10127736311576414,11:26:00,11:26:00,1166832,5,,
10127736311576414,11:28:00,11:28:00,1166830,6,,
10127736311576414,11:29:00,11:29:00,1166828,7,,
10127736311576414,11:31:00,11:31:00,1166826,8,,
10127736311576414,11:33:00,11:33:00,1166824,9,,
10127736321576414,08:51:00,08:51:00,1166840,1,,
10127736321576414,08:52:00,08:52:00,1166838,2,,
10127736321576414,08:54:00,08:54:00,6129304,3,,
10127736321576414,08:55:00,08:55:00,1166834,4,,
10127736321576414,08:58:00,08:58:00,1166832,5,,
10127736321576414,09:00:00,09:00:00,1166830,6,,
10127736321576414,09:01:00,09:01:00,1166828,7,,
10127736321576414,09:03:00,09:03:00,1166826,8,,
10127736321576414,09:05:00,09:05:00,1166824,9,,
10127736351576414,11:19:00,11:19:00,1166840,1,,
10127736351576414,11:21:00,11:21:00,1166838,2,,
10127736351576414,11:23:00,11:23:00,6129304,3,,
10127736351576414,11:25:00,11:25:00,1166834,4,,
10127736351576414,11:28:00,11:28:00,1166832,5,,
10127736351576414,11:29:00,11:29:00,1166830,6,,
10127736351576414,11:31:00,11:31:00,1166828,7,,
10127736351576414,11:33:00,11:33:00,1166826,8,,
10127736351576414,11:35:00,11:35:00,1166824,9,,
10127736361576414,08:51:00,08:51:00,1166840,1,,
10127736361576414,08:52:00,08:52:00,1166838,2,,
10127736361576414,08:54:00,08:54:00,6129304,3,,
10127736361576414,08:55:00,08:55:00,1166834,4,,
10127736361576414,08:58:00,08:58:00,1166832,5,,
10127736361576414,09:00:00,09:00:00,1166830,6,,
10127736361576414,09:01:00,09:01:00,1166828,7,,
10127736361576414,09:03:00,09:03:00,1166826,8,,
10127736361576414,09:05:00,09:05:00,1166824,9,,
10227736311576414,11:21:00,11:21:00,1166840,1,,
10227736311576414,11:22:00,11:22:00,1166838,2,,
10227736311576414,11:24:00,11:24:00,6129304,3,,
10227736311576414,11:26:00,11:26:00,1166834,4,,
10227736311576414,11:29:00,11:29:00,1166832,5,,
10227736311576414,11:31:00,11:31:00,1166830,6,,
10227736311576414,11:32:00,11:32:00,1166828,7,,
10227736311576414,11:34:00,11:34:00,1166826,8,,
10227736311576414,11:36:00,11:36:00,1166824,9,,
10227736321576414,08:52:00,08:52:00,1166840,1,,
10227736321576414,08:54:00,08:54:00,1166838,2,,
10227736321576414,08:55:00,08:55:00,6129304,3,,
10227736321576414,08:57:00,08:57:00,1166834,4,,
10227736321576414,09:00:00,09:00:00,1166832,5,,
10227736321576414,09:01:00,09:01:00,1166830,6,,
10227736321576414,09:03:00,09:03:00,1166828,7,,
10227736321576414,09:04:00,09:04:00,1166826,8,,
10227736321576414,09:06:00,09:06:00,1166824,9,,
10227736351576414,11:22:00,11:22:00,1166840,1,,
10227736351576414,11:24:00,11:24:00,1166838,2,,
10227736351576414,11:26:00,11:26:00,6129304,3,,
10227736351576414,11:28:00,11:28:00,1166834,4,,
10227736351576414,11:31:00,11:31:00,1166832,5,,
10227736351576414,11:32:00,11:32:00,1166830,6,,
10227736351576414,11:34:00,11:34:00,1166828,7,,
10227736351576414,11:36:00,11:36:00,1166826,8,,
10227736351576414,11:38:00,11:38:00,1166824,9,,
10227736361576414,08:52:00,08:52:00,1166840,1,,
10227736361576414,08:54:00,08:54:00,1166838,2,,
10227736361576414,08:55:00,08:55:00,6129304,3,,
10227736361576414,08:57:00,08:57:00,1166834,4,,
10227736361576414,09:00:00,09:00:00,1166832,5,,
10227736361576414,09:01:00,09:01:00,1166830,6,,
10227736361576414,09:03:00,09:03:00,1166828,7,,
10227736361576414,09:04:00,09:04:00,1166826,8,,
10227736361576414,09:06:00,09:06:00,1166824,9,,
1027736311576414,06:04:00,06:04:00,1166840,1,,
1027736311576414,06:06:00,06:06:00,1166838,2,,
1027736311576414,06:07:00,06:07:00,6129304,3,,
1027736311576414,06:09:00,06:09:00,1166834,4,,
1027736311576414,06:13:00,06:13:00,1166832,5,,
1027736311576414,06:14:00,06:14:00,1166830,6,,
1027736311576414,06:16:00,06:16:00,1166828,7,,
1027736311576414,06:18:00,06:18:00,1166826,8,,
1027736311576414,06:20:00,06:20:00,1166824,9,,
1027736321576414,06:00:00,06:00:00,1166840,1,,
1027736321576414,06:01:00,06:01:00,1166838,2,,
1027736321576414,06:03:00,06:03:00,6129304,3,,
1027736321576414,06:05:00,06:05:00,1166834,4,,
1027736321576414,06:08:00,06:08:00,1166832,5,,
1027736321576414,06:10:00,06:10:00,1166830,6,,
1027736321576414,06:11:00,06:11:00,1166828,7,,
1027736321576414,06:13:00,06:13:00,1166826,8,,
1027736321576414,06:15:00,06:15:00,1166824,9,,
1027736351576414,06:04:00,06:04:00,1166840,1,,
1027736351576414,06:06:00,06:06:00,1166838,2,,
1027736351576414,06:07:00,06:07:00,6129304,3,,
1027736351576414,06:09:00,06:09:00,1166834,4,,
1027736351576414,06:13:00,06:13:00,1166832,5,,
1027736351576414,06:14:00,06:14:00,1166830,6,,
1027736351576414,06:16:00,06:16:00,1166828,7,,
1027736351576414,06:18:00,06:18:00,1166826,8,,
1027736351576414,06:20:00,06:20:00,1166824,9,,
1027736361576414,06:00:00,06:00:00,1166840,1,,
1027736361576414,06:01:00,06:01:00,1166838,2,,
1027736361576414,06:03:00,06:03:00,6129304,3,,
1027736361576414,06:05:00,06:05:00,1166834,4,,
