service_id,date,exception_type
12773350,20191017,1
12773350,20191018,1
12773350,20191105,1
12773350,20191106,1
12773350,20191107,1
12773350,20191108,1
12773350,20191113,1
12773350,20191114,1
12773350,20191115,1
12773350,20191119,1
12773350,20191120,1
12773350,20191121,1
12773350,20191122,1
12773350,20191126,1
12773350,20191127,1
12773350,20191128,1
12773350,20191129,1
12773350,20191203,1
12773350,20191204,1
12773350,20191205,1
12773350,20191206,1
12773350,20191210,1
12773350,20191211,1
12773350,20191212,1
12773350,20191213,1
12773350,20191217,1
12773350,20191218,1
12773350,20191219,1
12773350,20191220,1
2773358,20191224,1
2773358,20191227,1
2773348,20191101,1
2773348,20191110,1
2773347,20191020,1
2773347,20191027,1
2773347,20191103,1
2773347,20191111,1
2773347,20191117,1
2773347,20191124,1
2773347,20191201,1
2773347,20191208,1
2773347,20191215,1
2773347,20191222,1
2773347,20191225,1
2773347,20191229,1
2773356,20191018,1
2773356,20191108,1
2773356,20191115,1
2773356,20191122,1
2773356,20191129,1
2773356,20191206,1
2773356,20191213,1
2773356,20191220,1
2773349,20191223,1
2773349,20191226,1
12773347,20191021,1
12773347,20191028,1
12773347,20191104,1
12773347,20191112,1
12773347,20191118,1
12773347,20191125,1
12773347,20191202,1
12773347,20191209,1
12773347,20191216,1
12773347,20191223,1
12773347,20191226,1
12773347,20191230,1
12773348,20191102,1
12773348,20191111,1
12773358,20191225,1
12773358,20191228,1
12773349,20191224,1
12773349,20191227,1
12773355,20191026,1
12773355,20191101,1
12773355,20200101,1
2773350,20191016,1
2773350,20191017,1
2773350,20191104,1
2773350,20191105,1
2773350,20191106,1
2773350,20191107,1
2773350,20191112,1
2773350,20191113,1
2773350,20191114,1
2773350,20191118,1
2773350,20191119,1
2773350,20191120,1
2773350,20191121,1
2773350,20191125,1
2773350,20191126,1
2773350,20191127,1
2773350,20191128,1
2773350,20191202,1
2773350,20191203,1
2773350,20191204,1
2773350,20191205,1
2773350,20191209,1
2773350,20191210,1
2773350,20191211,1
2773350,20191212,1
2773350,20191216,1
2773350,20191217,1
2773350,20191218,1
2773350,20191219,1
12773356,20191019,1
12773356,20191109,1
12773356,20191116,1
12773356,20191123,1
12773356,20191130,1
12773356,20191207,1
12773356,20191214,1
12773356,20191221,1
2773351,20191021,1
2773351,20191022,1
2773351,20191023,1
2773351,20191024,1
2773351,20191028,1
2773351,20191029,1
2773351,20191030,1
2773351,20191230,1
12773354,20191020,1
12773354,20191027,1
12773354,20191103,1
12773354,20191110,1
12773354,20191117,1
12773354,20191124,1
12773354,20191201,1
12773354,20191208,1
12773354,20191215,1
12773354,20191222,1
12773354,20191229,1
12773351,20191022,1
12773351,20191023,1
12773351,20191024,1
12773351,20191025,1
12773351,20191029,1
12773351,20191030,1
12773351,20191031,1
12773351,20191231,1
2773354,20191019,1
2773354,20191026,1
2773354,20191102,1
2773354,20191109,1
2773354,20191116,1
2773354,20191123,1
2773354,20191130,1
2773354,20191207,1
2773354,20191214,1
2773354,20191221,1
2773354,20191228,1
2773355,20191025,1
2773355,20191031,1
2773355,20191231,1
