service_id,date,exception_type
2773279,20191101,1
2773279,20191110,1
12773285,20191022,1
12773285,20191023,1
12773285,20191024,1
12773285,20191025,1
12773285,20191029,1
12773285,20191030,1
12773285,20191031,1
12773285,20191224,1
12773285,20191227,1
12773286,20191020,1
12773286,20191027,1
12773286,20191103,1
12773286,20191110,1
12773286,20191117,1
12773286,20191124,1
12773286,20191201,1
12773286,20191208,1
12773286,20191215,1
12773286,20191222,1
12773286,20191229,1
12773278,20191021,1
12773278,20191028,1
12773278,20191104,1
12773278,20191112,1
12773278,20191118,1
12773278,20191125,1
12773278,20191202,1
12773278,20191209,1
12773278,20191216,1
12773278,20191223,1
12773278,20191226,1
12773278,20191230,1
12773279,20191102,1
12773279,20191111,1
12773289,20191019,1
12773289,20191109,1
12773289,20191116,1
12773289,20191123,1
12773289,20191130,1
12773289,20191207,1
12773289,20191214,1
12773289,20191221,1
2773291,20191231,1
2773292,20191025,1
2773292,20191031,1
2773292,20191224,1
2773292,20191227,1
2773281,20191016,1
2773281,20191017,1
2773281,20191104,1
2773281,20191105,1
2773281,20191106,1
2773281,20191107,1
2773281,20191112,1
2773281,20191113,1
2773281,20191114,1
2773281,20191118,1
2773281,20191119,1
2773281,20191120,1
2773281,20191121,1
2773281,20191125,1
2773281,20191126,1
2773281,20191127,1
2773281,20191128,1
2773281,20191202,1
2773281,20191203,1
2773281,20191204,1
2773281,20191205,1
2773281,20191209,1
2773281,20191210,1
2773281,20191211,1
2773281,20191212,1
2773281,20191216,1
2773281,20191217,1
2773281,20191218,1
2773281,20191219,1
2773285,20191021,1
2773285,20191022,1
2773285,20191023,1
2773285,20191024,1
2773285,20191028,1
2773285,20191029,1
2773285,20191030,1
2773285,20191223,1
2773285,20191226,1
12773292,20191026,1
12773292,20191101,1
12773292,20191225,1
12773292,20191228,1
2773284,20191230,1
12773284,20191231,1
2773289,20191018,1
2773289,20191108,1
2773289,20191115,1
2773289,20191122,1
2773289,20191129,1
2773289,20191206,1
2773289,20191213,1
2773289,20191220,1
12773291,20200101,1
2773278,20191020,1
2773278,20191027,1
2773278,20191103,1
2773278,20191111,1
2773278,20191117,1
2773278,20191124,1
2773278,20191201,1
2773278,20191208,1
2773278,20191215,1
2773278,20191222,1
2773278,20191225,1
2773278,20191229,1
12773281,20191017,1
12773281,20191018,1
12773281,20191105,1
12773281,20191106,1
12773281,20191107,1
12773281,20191108,1
12773281,20191113,1
12773281,20191114,1
12773281,20191115,1
12773281,20191119,1
12773281,20191120,1
12773281,20191121,1
12773281,20191122,1
12773281,20191126,1
12773281,20191127,1
12773281,20191128,1
12773281,20191129,1
12773281,20191203,1
12773281,20191204,1
12773281,20191205,1
12773281,20191206,1
12773281,20191210,1
12773281,20191211,1
12773281,20191212,1
12773281,20191213,1
12773281,20191217,1
12773281,20191218,1
12773281,20191219,1
12773281,20191220,1
2773286,20191019,1
2773286,20191026,1
2773286,20191102,1
2773286,20191109,1
2773286,20191116,1
2773286,20191123,1
2773286,20191130,1
2773286,20191207,1
2773286,20191214,1
2773286,20191221,1
2773286,20191228,1
